Wavelength(A),Level(A)
1547.8651547323243,0.000621641171951371
1547.9151052020136,0.0006225604622556409
1547.9650588956658,0.00026898395002481515
1548.0150158135934,0.00026936485413334924
1548.064975956108,6.256066701528893e-05
1548.1149393235219,6.264493046128562e-05
1548.1649059161475,3.3007991771026054e-05
1548.2148757342975,3.305824276920276e-05
1548.2648487782835,2.904141319142858e-05
1548.3148250484182,2.908626901549666e-05
1548.3648045450143,2.962387541307102e-05
1548.414787268384,2.965159903958452e-05
1548.4647732188398,3.05078299248421e-05
1548.514762396694,3.054392515901156e-05
1548.56475480226,3.063973986652075e-05
1548.6147504358496,3.065220086053401e-05
1548.6647492977754,3.815332510463099e-05
1548.7147513883508,3.822196151817101e-05
1548.764756707888,0.00018741355749065473
1548.8147652567002,0.0001876521303471824
1548.8647770350997,0.0005650533408058138
1548.9147920433995,0.0005652491598884495
1548.964810281913,0.0006741899282411937
1549.0148317509527,0.000674483502193099
1549.0648564508315,0.0006792890871269233
1549.1148843818628,0.0006799643614858054
1549.1649155443592,0.0006815756320221695
1549.2149499386346,0.0006819674178226337
1549.264987565001,0.0006813344943821187
1549.3150284237724,0.0006816635802970435
1549.365072515262,0.0006818358036615584
1549.415119839783,0.0006823531777417434
1549.4651703976483,0.000647340654071089
1549.5152241891717,0.0006472663722543923
1549.5652812146664,0.00027483078485479335
1549.615341474446,0.0002747992380722277
1549.6654049688236,6.399949236981912e-05
1549.715471698113,6.398846917448473e-05
1549.765541662628,3.22274003838848e-05
1549.8156148626817,3.223850444072534e-05
1549.865691298588,3.151893580090569e-05
1549.9157709706603,3.152311274042955e-05
1549.965853879213,3.142073545254835e-05
1550.0159400245589,3.138472884915751e-05
1550.0660294070124,2.9867600704764685e-05
1550.116122026887,2.985646127675205e-05
1550.1662178844974,3.0737251989452336e-05
1550.2163169801563,3.073818093884012e-05
1550.2664193141786,3.984305726280246e-05
1550.316524886878,3.981369692276013e-05
1550.3666336985682,0.00019661086024380396
1550.4167457495637,0.00019654277649992132
1550.4668610401784,0.0005711542966085024
1550.5169795707266,0.0005706923767461624
1550.5671013415226,0.0006783607250749219
1550.6172263528804,0.0006774578132986777
1550.6673546051143,0.0006820367398109275
1550.7174860985388,0.0006817994194985117
1550.767620833468,0.0006794247832554136
1550.8177588102164,0.000677813650034567
1550.8679000290988,0.0006818297347255933
1550.9180444904293,0.0006813362313148137
1550.9681921945228,0.0006760793717390908
1551.018343141693,0.0006752095591379151
1551.0684973322554,0.0006456351009807978
1551.1186547665243,0.0006447728070255349
1551.1688154448145,0.00028664217629152054
1551.2189793674406,0.0002859906150240969
1551.2691465347175,6.235167534874843e-05
1551.3193169469598,6.227062886988321e-05
1551.3694906044827,3.402331045991103e-05
1551.4196675076007,3.394468873637735e-05
1551.469847656629,3.1416741649210956e-05
1551.5200310518824,3.137376028353626e-05
1551.570217693676,3.145140679474662e-05
1551.620407582325,3.136345850477587e-05
1551.6706007181444,3.0356430179793936e-05
1551.7207971014493,3.029431603140639e-05
1551.7709967325547,3.065006824142185e-05
1551.8211996117761,3.058062210379816e-05
1551.8714057394286,3.547969166469841e-05
1551.9216151158275,3.540936798382994e-05
1551.9718277412885,0.0001857923102701323
1552.0220436161264,0.000185180459116379
1552.072262740657,0.000543932659969184
1552.1224851151956,0.0005422650529446174
1552.1727107400577,0.0006553606587458436
1552.2229396155587,0.0006537041642381372
1552.2731717420147,0.0006540439410787636
1552.323407119741,0.000651693421411563
1552.3736457490534,0.000649989248306847
1552.4238876302675,0.0006490170903875993
1552.474132763699,0.0006459352366925007
1552.5243811496632,0.0006438862018843316
1552.5746327884772,0.0006454715872304308
1552.624887680456,0.0006431240165767382
1552.6751458259153,0.0006186838156828504
1552.7254072251715,0.0006167424578704904
1552.7756718785406,0.00027922791505673807
1552.8259397863385,0.0002782731229828743
1552.8762109488816,5.2211115899941085e-05
1552.9264853664854,5.2068887880027045e-05
1552.9767630394665,2.9733839926901883e-05
1553.0270439681408,2.9639434162942738e-05
1553.077328152825,2.728006298682018e-05
1553.1276155938351,2.7191162647346852e-05
1553.1779062914873,2.976644840010132e-05
1553.2282002460981,2.9653228206412963e-05
1553.2784974579838,3.0608596172925015e-05
1553.3287979274612,3.050957624960577e-05
1553.3791016548464,2.848411443856798e-05
1553.429408640456,2.8389774492872523e-05
1553.4797188846067,3.149004052884078e-05
1553.530032387615,3.1372335833140936e-05
1553.5803491497975,0.00019633697251387336
1553.6306691714713,0.00019558305527180237
1553.6809924529525,0.0005147058694033684
1553.731318994558,0.0005130908123131275
1553.7816487966052,0.0005891752699142494
1553.8319818594102,0.000587154981042187
1553.8823181832906,0.0005844540869135691
1553.932657768563,0.0005819929785811497
1553.9830006155441,0.0005876614374635356
1554.0333467245512,0.0005853315392733744
1554.0836960959016,0.0005842446123112625
1554.134048729912,0.0005821983812532032
1554.1844046268995,0.0005799374740857921
1554.2347637871817,0.000578052087217588
1554.2851262110755,0.0005691542860352066
1554.3354918988982,0.0005671037022779582
1554.3858608509672,0.00026929977611452125
1554.4362330676,0.0002682723808624565
1554.4866085491137,5.205753425868338e-05
1554.5369872958258,5.189366498113192e-05
1554.5873693080537,2.6568271420740044e-05
1554.6377545861153,2.6455936261826463e-05
1554.6881431303277,2.874562132307174e-05
1554.7385349410085,2.8625451970223178e-05
1554.7889300184759,2.627407901696668e-05
1554.8393283630471,2.6188677074744345e-05
1554.8897299750397,2.7110329994805265e-05
1554.9401348547717,2.701966784436179e-05
1554.990543002561,2.581540431679009e-05
1555.0409544187253,2.5700000992422776e-05
1555.0913691035826,2.574308586958048e-05
1555.1417870574505,2.5648074570724276e-05
1555.192208280647,0.00017448244999274405
1555.2426327734906,0.00017378162430391894
1555.2930605362992,0.0004824293500413666
1555.3434915693904,0.00048057643763945183
1555.393925873083,0.0005285578635672903
1555.4443634476945,0.0005264382404096622
1555.4948042935434,0.0005281726442114181
1555.5452484109483,0.0005258619714716073
1555.595695800227,0.0005220695937160381
1555.646146461698,0.0005200967633673855
1555.69660039568,0.0005189983172620417
1555.747057602491,0.0005167762930367873
1555.7975180824494,0.0005104141379884806
1555.8479818358742,0.0005080074958988851
1555.8984488630836,0.0005029139533563607
1555.948919164396,0.0005009670951112101
1555.9993927401304,0.0002623405780631042
1556.0498695906053,0.00026135354989292615
1556.1003497161396,4.632464681397418e-05
1556.1508331170517,4.6135737061183765e-05
1556.2013197936606,2.425367476211171e-05
1556.2518097462853,2.4143364187208764e-05
1556.3023029752442,2.4562684640711704e-05
1556.3527994808567,2.4480567414688934e-05
1556.4032992634416,2.587644809808787e-05
1556.4538023233176,2.5767614739246015e-05
1556.504308660804,2.2795570813959133e-05
1556.55481827622,2.2681536010286983e-05
1556.6053311698847,2.369216723763023e-05
1556.655847342117,2.3594901652279117e-05
1556.7063667932366,2.773717268978751e-05
1556.7568895235622,2.7593335089464424e-05
1556.8074155334134,0.00011331258393460518
1556.8579448231094,0.00011282746945837251
1556.9084773929694,0.0004341020736342526
1556.9590132433134,0.000431886876033429
1557.0095523744603,0.0004610335576473712
1557.06009478673,0.00045854267790074757
1557.1106404804414,0.0004613879895334638
1557.1611894559148,0.0004593498300607086
1557.2117417134693,0.0004538821407556566
1557.262297253425,0.00045148901581172965
1557.3128560761013,0.0004530574740291461
1557.3634181818181,0.0004508540854360749
1557.4139835708952,0.0004423150756763018
1557.4645522436522,0.0004398165972990155
1557.5151242004092,0.00040656169043437384
1557.565699441486,0.00040421715585290123
1557.6162779672024,0.00021062978937404925
1557.6668597778787,0.00020943825456024457
1557.717444873835,4.443367818399524e-05
1557.768033255391,4.417851874117089e-05
1557.818624922867,1.9568830203468844e-05
1557.8692198765834,1.9460724898040526e-05
1557.91981811686,1.892536300222903e-05
1557.970419644017,1.880242735062602e-05
1558.0210244583752,1.942593603196573e-05
1558.0716325602546,1.9303986110240025e-05
1558.1222439499757,2.0440171019160314e-05
1558.1728586278587,2.033103352487438e-05
1558.2234765942242,1.8916460211512504e-05
1558.2740978493925,1.8773951515065973e-05
1558.3247223936844,2.335911879366474e-05
1558.3753502274205,2.3211806984206162e-05
1558.425981350921,0.00010700933417242311
1558.4766157645072,0.00010624294569755652
1558.5272534684993,0.0004371268343910037
1558.577894463218,0.00043423190910069315
1558.6285387489845,0.0004792429113728253
1558.6791863261194,0.0004756954408370574
1558.7298371949437,0.0004768195366865588
1558.780491355778,0.0004733114422079624
1558.8311488089435,0.00046883563355382986
1558.881809554761,0.00046539301836685343
1558.932473593552,0.0004620888370973695
1558.9831409256371,0.0004588594722945476
1559.0338115513375,0.00045510689298302676
1559.0844854709744,0.0004507387746082365
1559.1351626848693,0.00040893856908630707
1559.1858431933429,0.0004058971432310321
1559.2365269967167,0.00019909625688822703
1559.2872140953125,0.00019744775397847515
1559.337904489451,4.1180014015829196e-05
1559.3885981794538,4.084824327015623e-05
1559.4392951656425,1.6526368547457144e-05
1559.4899954483387,1.6381328237898102e-05
1559.5406990278636,1.699766340365755e-05
1559.591405904539,1.684034391297072e-05
1559.6421160786863,1.5742407675108064e-05
1559.6928295506275,1.5612332199219334e-05
1559.7435463206841,1.6111190645924722e-05
1559.7942663891781,1.5976071357848993e-05
1559.8449897564306,1.4880949684136486e-05
1559.8957164227643,1.474838001953102e-05
1559.9464463885004,2.0822541390449542e-05
1559.9971796539612,2.0632799928764102e-05
1560.0479162194686,0.00010081609054957799
1560.0986560853444,9.986011283905712e-05
1560.1493992519108,0.0003933194528555311
1560.20014571949,0.00038964388059794955
1560.2508954884038,0.00045218266433325787
1560.3016485589749,0.0004481588182905865
1560.3524049315247,0.0004448833700194114
1560.403164606376,0.0004408302931881147
1560.453927583851,0.0004383675467806744
1560.5046938642722,0.0004330776597381203
1560.5554634479618,0.00042974088235490617
1560.6062363352419,0.00042625651721659244
1560.6570125264357,0.00041839658618839044
1560.707792021865,0.0004140582978747091
1560.7585748218528,0.0003832025956543594
1560.8093609267214,0.00037906047458962034
1560.8601503367934,0.0001839974326227369
1560.910943052392,0.00018217700157195304
1560.961739073839,3.350347268983609e-05
1561.012538401458,3.3115070733236045e-05
1561.0633410355713,1.3506792243448071e-05
1561.114146976502,1.3380301452539472e-05
1561.164956224573,1.2373184591791618e-05
1561.2157687801068,1.2221099903945395e-05
1561.2665846434268,1.1397585135940736e-05
1561.3174038148557,1.1288301610134494e-05
1561.368226294717,1.3169959396899353e-05
1561.4190520833333,1.300392806958904e-05
1561.469881181028,1.124006747799645e-05
1561.5207135881242,1.1123926984996234e-05
1561.5715493049452,1.4395038316361172e-05
1561.6223883318141,1.4248164258598598e-05
1561.6732306690542,0.00012965966514285674
1561.724076316989,0.00012823588802389718
1561.7749252759418,0.0004398200483112375
1561.825777546236,0.0004353961225519354
1561.8766331281952,0.0005091501459526906
1561.9274920221426,0.0005025513029199819
1561.9783542284022,0.0005001983955663488
1562.0292197472972,0.0004939720579518248
1562.0800885791514,0.0004882440339854609
1562.1309607242886,0.0004836650521366956
1562.181836183032,0.00047973562392919717
1562.2327149557061,0.0004730130824044198
1562.2835970426343,0.0004620430309653549
1562.3344824441403,0.00045659657065453093
1562.3853711605486,0.00044177025301038225
1562.4362631921824,0.000436623154868092
1562.4871585393662,0.0001866909008810701
1562.5380572024237,0.00018453034011783336
1562.588959181679,1.941346050472464e-05
1562.6398644774565,1.918825016634283e-05
1562.6907730900798,8.890033521393844e-06
1562.7416850198736,8.77408636019291e-06
1562.792600267162,7.575824022128964e-06
1562.843518832269,7.489725178074175e-06
1562.8944407155193,7.958823471136155e-06
1562.945365917237,7.870538053950057e-06
1562.9962944377464,6.77474443136936e-06
1563.0472262773724,6.692830702806474e-06
1563.0981614364389,6.138599638911107e-06
1563.1490999152709,6.059888723693267e-06
1563.2000417141926,7.294340020555334e-06
1563.250986833529,7.213429181274689e-06
1563.3019352736042,0.00011644225990851097
1563.3528870347434,0.0001148832603981328
1563.403842117271,0.0005100691289525665
1563.4548005215124,0.0005041205670578743
1563.5057622477918,0.0005285204852475175
1563.556727296434,0.0005215427623324241
1563.6076956677641,0.0005088703320207379
1563.6586673621073,0.0005035258610779524
1563.7096423797882,0.0004985846950283681
1563.760620721132,0.0004927892691218019
1563.8116023864636,0.00048258802262109455
1563.8625873761086,0.0004748436828934427
1563.9135756903916,0.00047226066148704034
1563.964567329638,0.000466026606837279
1564.0155622941734,0.0004293718705826093
1564.0665605843226,0.0004240950057607422
1564.117562200411,0.00020638649836249564
1564.168567142764,0.0002042471287567475
1564.2195754117072,2.8260275987938707e-05
1564.2705870075658,2.7904292515601113e-05
1564.3216019306658,7.19407772789596e-06
1564.372620181332,7.090917139692171e-06
1564.4236417598904,4.951771964443219e-06
1564.4746666666665,4.860569489497106e-06
1564.5256949019863,4.571307528637405e-06
1564.5767264661752,4.5349094016793265e-06
1564.627761359559,4.314399659422192e-06
1564.6787995824634,4.256041082242322e-06
1564.7298411352147,3.7897904017778773e-06
1564.7808860181378,3.7407324001250465e-06
1564.83193423156,7.133167977556385e-06
1564.8829857758058,7.037335041195886e-06
1564.9340406512022,4.0446174910341573e-05
1564.9850988580752,4.0083413222305076e-05
1565.0361603967503,0.00036386633980117175
1565.0872252675542,0.00035633324223393486
1565.1382934708129,0.00041392432690880165
1565.1893650068523,0.00041134510750738085
1565.2404398759993,0.00040098543995162924
1565.2915180785799,0.00039573809507334625
1565.3425996149201,0.0003895717798699664
1565.393684485347,0.0003845457939940419
1565.4447726901865,0.0003793065778262942
1565.495864229765,0.00037338550473661335
1565.5469591044093,0.00036719323727214007
1565.5980573144461,0.00036154096197938464
1565.6491588602016,0.0003330132379145019
1565.7002637420028,0.00032900670954910454
1565.7513719601761,0.00015279327340584421
1565.8024835150486,0.00015119471801561965
1565.8535984069467,2.4081655746463465e-05
1565.9047166361975,2.3799164225185145e-05
1565.9558382031275,4.172194964800877e-06
1566.006963108064,4.129057424135043e-06
1566.0580913513336,2.2932359980658325e-06
1566.1092229332637,2.255651452472858e-06
1566.1603578541808,2.317726041843149e-06
1566.2114961144127,2.288486181362513e-06
1566.2626377142858,1.8555601260569181e-06
1566.3137826541274,1.8307582404152488e-06
1566.364930934265,2.9266860395921287e-06
1566.4160825550257,2.8850465342893112e-06
1566.467237516737,1.7183401351739422e-06
1566.5183958197258,1.6951717431410627e-06
1566.5695574643196,1.6175393006793675e-06
1566.620722450846,1.6065264109507702e-06
1566.6718907796323,5.810962759840022e-11
1566.7230624510062,5.733701446846463e-11
1566.7742374652946,1e-12
1566.8254158228262,9.873902925624159e-13
1566.8765975239278,3.1091158225787075e-08
1566.9277825689271,3.069668997890666e-08
1566.9789709581523,1.7112973125256668e-11
1567.0301626919309,1.6863589499489214e-11
1567.0813577705903,3.415471969414996e-08
1567.132556194459,3.3823791177331504e-08
1567.1837579638645,5.184377780963472e-07
1567.2349630791348,5.092725415218135e-07
